No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port,Human
4410,7.883965,1745974801,3232281142,TLSv1.3,1323,Application Data,443,49839,1
4411,7.884385,3232281142,399010385,TCP,54,49838  >  443 [ACK] Seq=1196 Ack=45771 Win=132096 Len=0,49838,443,0
4412,7.884418,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=31168 Win=131584 Len=0,49839,443,0
4413,7.884476,1745974801,3232281142,TLSv1.3,1445,Application Data,443,49839,1
4414,7.884476,1745974801,3232281142,TLSv1.3,1445,Application Data,443,49839,1
4415,7.884476,1745974801,3232281142,TLSv1.3,1445,Application Data,443,49839,1
4416,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4417,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4418,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4419,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4420,7.884476,1745974801,3232281142,TLSv1.3,1499,"Application Data, Application Data",443,49839,0
4421,7.884476,1745974801,3232281142,TLSv1.3,1445,Application Data,443,49839,1
4422,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4423,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4424,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4425,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4426,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4427,7.884476,1745974801,3232281142,TLSv1.3,1140,Application Data,443,49839,1
4428,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4429,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4430,7.884476,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=55235 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4431,7.884476,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=56687 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4432,7.884476,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4433,7.884476,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=59591 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4434,7.884476,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=61043 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4435,7.884476,1745974801,3232281142,TLSv1.3,1174,Application Data,443,49839,1
4436,7.884669,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=63615 Win=131584 Len=0,49839,443,0
4437,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=63615 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4438,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=65067 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4439,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4440,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4441,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=69423 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4442,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=70875 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4443,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4444,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=73779 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4445,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=75231 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4446,7.884946,1745974801,3232281142,TLSv1.3,712,Application Data,443,49839,1
4447,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=77341 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4448,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=78793 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4449,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4450,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=81697 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4451,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=83149 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4452,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4453,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=86053 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4454,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=87505 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4455,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4456,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=90409 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4457,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=91861 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4458,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4459,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=94765 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4460,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=96217 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4461,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4462,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=99121 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4463,7.884946,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4464,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=102025 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4465,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=103477 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4466,7.884946,1745974801,3232281142,TLSv1.3,1195,Application Data,443,49839,1
4467,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=106070 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4468,7.884946,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=107522 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4469,7.885266,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=108974 Win=131584 Len=0,49839,443,0
4470,7.886134,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4471,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=110426 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4472,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=111878 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4473,7.886134,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4474,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=114782 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4475,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=116234 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4476,7.886134,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4477,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=119138 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4478,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=120590 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4479,7.886134,399010385,3232281142,TCP,1506,443  >  49838 [ACK] Seq=45771 Ack=1196 Win=64128 Len=1452 [TCP segment of a reassembled PDU],443,49838,0
4480,7.886134,2902291550,3232281142,TCP,54,443  >  49823 [ACK] Seq=5713 Ack=3172 Win=73216 Len=0,443,49823,0
4481,7.886134,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4482,7.886134,399010385,3232281142,TCP,1506,443  >  49838 [ACK] Seq=47223 Ack=1196 Win=64128 Len=1452 [TCP segment of a reassembled PDU],443,49838,0
4483,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=123494 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4484,7.886134,399010385,3232281142,TCP,1506,443  >  49838 [ACK] Seq=48675 Ack=1196 Win=64128 Len=1452 [TCP segment of a reassembled PDU],443,49838,0
4485,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=124946 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4486,7.886134,399010385,3232281142,TLSv1.3,946,"Application Data, Application Data",443,49838,0
4487,7.886134,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4488,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=127850 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4489,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=129302 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4490,7.886134,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4491,7.886134,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=132206 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4492,7.886134,1745974801,3232281142,TCP,227,"443  >  49839 [PSH, ACK] Seq=133658 Ack=1122 Win=65536 Len=173 [TCP segment of a reassembled PDU]",443,49839,0
4493,7.886134,874279182,3232281142,TCP,54,443  >  49837 [ACK] Seq=1 Ack=518 Win=28160 Len=0,443,49837,0
4494,7.886134,874279182,3232281142,TLSv1.2,1506,Server Hello,443,49837,0
4495,7.886134,874279182,3232281142,TCP,1506,443  >  49837 [ACK] Seq=1453 Ack=518 Win=28160 Len=1452 [TCP segment of a reassembled PDU],443,49837,0
4496,7.886134,874279182,3232281142,TCP,1506,443  >  49837 [ACK] Seq=2905 Ack=518 Win=28160 Len=1452 [TCP segment of a reassembled PDU],443,49837,0
4497,7.886134,3512060520,3232281142,TLSv1.3,286,Application Data,443,49822,1
4498,7.886134,3512060520,3232281142,TLSv1.3,127,Application Data,443,49822,1
4499,7.886134,3512060520,3232281142,TLSv1.3,85,Application Data,443,49822,1
4500,7.886134,874279182,3232281142,TLSv1.2,1104,"Certificate, Server Key Exchange, Server Hello Done",443,49837,0
4501,7.886134,3512060520,3232281142,TLSv1.3,93,Application Data,443,49822,1
4502,7.886447,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=133831 Win=131584 Len=0,49839,443,0
4503,7.886463,3232281142,399010385,TCP,54,49838  >  443 [ACK] Seq=1196 Ack=51019 Win=132096 Len=0,49838,443,0
4504,7.886471,3232281142,874279182,TCP,54,49837  >  443 [ACK] Seq=518 Ack=5407 Win=132096 Len=0,49837,443,0
4505,7.886478,3232281142,3512060520,TCP,54,49822  >  443 [ACK] Seq=4091 Ack=6034 Win=131072 Len=0,49822,443,0
4506,7.887995,3232281142,874279182,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",49837,443,0
4507,7.888113,3232281142,3512060520,TLSv1.3,93,Application Data,49822,443,1
4508,7.888918,3232281142,874279182,TLSv1.2,153,Application Data,49837,443,1
4509,7.889091,3232281142,874279182,TLSv1.2,468,Application Data,49837,443,1
4510,7.889123,3232281142,874279182,TLSv1.2,589,Application Data,49837,443,1
4511,7.889331,3232281089,3232281142,TCP,54,53  >  49841 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49841,0
4512,7.889331,3232281089,3232281142,TCP,54,53  >  49840 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49840,0
4513,7.889331,3232281089,3232281142,TCP,54,53  >  49840 [ACK] Seq=1 Ack=48 Win=29216 Len=0,53,49840,0
4514,7.889331,3232281089,3232281142,TCP,54,53  >  49841 [ACK] Seq=1 Ack=48 Win=29216 Len=0,53,49841,0
4515,7.891642,3512060573,3232281142,TLSv1.3,427,Application Data,443,49831,1
4516,7.891642,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4517,7.891732,3232281142,3512060573,TCP,54,49831  >  443 [ACK] Seq=1813 Ack=7954 Win=131072 Len=0,49831,443,0
4518,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4519,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4520,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4521,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4522,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4523,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4524,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4525,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4526,7.893358,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4527,7.893358,3512060573,3232281142,TLSv1.3,1459,Application Data,443,49831,1
4528,7.893484,3232281142,3512060573,TCP,54,49831  >  443 [ACK] Seq=1813 Ack=22067 Win=131072 Len=0,49831,443,0
4529,7.894496,3232281089,3232281142,DNS,261,Standard query response 0xbb68 A nova.collect.igodigital.com CNAME nova-collector-1192479543.us-east-1.elb.amazonaws.com A 54.145.98.26 A 34.232.254.207 A 52.202.55.90 A 54.92.198.22 A 34.230.234.159 A 52.207.156.186,53,49840,0
4530,7.894496,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4531,7.894496,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4532,7.894496,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4533,7.894604,3232281142,3512060573,TCP,54,49831  >  443 [ACK] Seq=1813 Ack=26303 Win=131072 Len=0,49831,443,0
4534,7.894669,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4535,7.894669,3512060520,3232281142,TCP,54,443  >  49822 [ACK] Seq=6034 Ack=4130 Win=79104 Len=0,443,49822,0
4536,7.894669,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4537,7.894669,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4538,7.894669,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4539,7.894723,3232281142,3512060573,TCP,54,49831  >  443 [ACK] Seq=1813 Ack=31951 Win=131072 Len=0,49831,443,0
4540,7.895015,3232281142,3232281089,TCP,54,"49840  >  53 [FIN, ACK] Seq=48 Ack=208 Win=131072 Len=0",49840,53,0
4541,7.896084,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4542,7.896084,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4543,7.896084,3512060573,3232281142,TLSv1.3,1466,Application Data,443,49831,1
4544,7.896084,3512060573,3232281142,TLSv1.3,439,"Application Data, Application Data",443,49831,0
4545,7.896084,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4546,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=135283 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4547,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=136735 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4548,7.896084,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4549,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=139639 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4550,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=141091 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4551,7.896084,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4552,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=143995 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4553,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=145447 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4554,7.896084,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4555,7.896084,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=148351 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4556,7.896242,3232281142,3512060573,TCP,54,49831  >  443 [ACK] Seq=1813 Ack=36572 Win=131072 Len=0,49831,443,0
4557,7.896257,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=149803 Win=131584 Len=0,49839,443,0
4558,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=149803 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4559,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4560,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=152707 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4561,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=154159 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4562,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4563,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=157063 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4564,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=158515 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4565,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4566,7.897786,1745974801,3232281142,TCP,1387,"443  >  49839 [PSH, ACK] Seq=161419 Ack=1122 Win=65536 Len=1333 [TCP segment of a reassembled PDU]",443,49839,0
4567,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=162752 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4568,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4569,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=165656 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4570,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4571,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=168560 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4572,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=170012 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4573,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4574,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=172916 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4575,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=174368 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4576,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4577,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=177272 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4578,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=178724 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4579,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4580,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=181628 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4581,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=183080 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4582,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4583,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=185984 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4584,7.897786,3512060573,3232281142,TLSv1.3,93,Application Data,443,49831,1
4585,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=187436 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4586,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4587,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=190340 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4588,7.897786,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=191792 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4589,7.897786,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4590,7.897879,3232281142,1746043628,TCP,54,49801  >  443 [ACK] Seq=2033 Ack=78285 Win=130560 Len=0,49801,443,0
4591,7.898218,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=194696 Win=131584 Len=0,49839,443,0
4592,7.898243,3232281142,3512060573,TCP,54,49831  >  443 [ACK] Seq=1813 Ack=36611 Win=131072 Len=0,49831,443,0
4593,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=194696 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4594,7.898332,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4595,7.898332,1745974801,3232281142,TCP,173,"443  >  49839 [PSH, ACK] Seq=197600 Ack=1122 Win=65536 Len=119 [TCP segment of a reassembled PDU]",443,49839,0
4596,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=197719 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4597,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=199171 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4598,7.898332,1745974801,3232281142,TLSv1.3,1506,"Application Data, Application Data",443,49839,0
4599,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=202075 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4600,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=203527 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4601,7.898332,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4602,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=206431 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4603,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=207883 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4604,7.898332,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4605,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=210787 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4606,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=212239 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4607,7.898332,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4608,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=215143 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4609,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=216595 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4610,7.898332,1745974801,3232281142,TLSv1.3,1506,Application Data,443,49839,1
4611,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=219499 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4612,7.898332,1745974801,3232281142,TCP,1506,443  >  49839 [ACK] Seq=220951 Ack=1122 Win=65536 Len=1452 [TCP segment of a reassembled PDU],443,49839,0
4613,7.898592,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=222403 Win=263168 Len=0,49839,443,0
4614,7.898686,3232281142,3512060573,TLSv1.3,93,Application Data,49831,443,1
4615,7.900301,1745974801,3232281142,TLSv1.3,396,"Application Data, Application Data",443,49839,0
4616,7.900301,3232281089,3232281142,DNS,247,Standard query response 0x3167 HTTPS nova.collect.igodigital.com CNAME nova-collector-1192479543.us-east-1.elb.amazonaws.com SOA ns-1119.awsdns-11.org,53,49841,0
4617,7.900301,3232281089,3232281142,TCP,54,"53  >  49840 [FIN, ACK] Seq=208 Ack=49 Win=29216 Len=0",53,49840,0
4618,7.900448,3232281142,1745974801,TCP,54,49839  >  443 [ACK] Seq=1122 Ack=222745 Win=262656 Len=0,49839,443,0
4619,7.900587,3232281142,3232281089,TCP,54,"49841  >  53 [FIN, ACK] Seq=48 Ack=194 Win=131072 Len=0",49841,53,0
4620,7.900833,3232281142,3232281089,TCP,54,49840  >  53 [ACK] Seq=49 Ack=209 Win=131072 Len=0,49840,53,0
4621,7.900839,3232281142,3232281089,TCP,54,"49841  >  53 [RST, ACK] Seq=49 Ack=194 Win=0 Len=0",49841,53,0
4622,7.900946,3232281142,885667674,TLSv1.2,398,Application Data,49809,443,1
4623,7.902531,3232281089,3232281142,TCP,54,"53  >  49841 [FIN, ACK] Seq=194 Ack=49 Win=29216 Len=0",53,49841,0
4624,7.902596,3232281142,3232281089,TCP,54,49841  >  53 [RST] Seq=49 Win=0 Len=0,49841,53,0
4625,7.905221,3512060573,3232281142,TCP,54,443  >  49831 [ACK] Seq=36611 Ack=1852 Win=68608 Len=0,443,49831,0
4626,7.917223,874279182,3232281142,TCP,54,443  >  49837 [ACK] Seq=5407 Ack=644 Win=28160 Len=0,443,49837,0
4627,7.917223,874279182,3232281142,TLSv1.2,225,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",443,49837,0
4628,7.917223,874279182,3232281142,TLSv1.2,123,Application Data,443,49837,1
