No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port
3735,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3736,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3737,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3738,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3739,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3740,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3741,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3742,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3743,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3744,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3745,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3746,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3747,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3748,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3749,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3750,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3751,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3752,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3753,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3754,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3755,7.634204,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3756,7.634427,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1745 Ack=708399 Win=650752 Len=0,49796,443
3757,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3758,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3759,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,892,Application Data,443,49796
3760,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3761,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3762,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3763,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3764,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3765,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3766,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3767,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3768,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3769,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3770,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3771,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3772,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3773,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3774,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3775,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3776,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3777,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3778,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3779,7.635069,74.125.193.97,192.168.178.54,TLSv1.3,1167,Application Data,443,49796
3780,7.635266,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1745 Ack=740002 Win=650752 Len=0,49796,443
3781,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3782,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3783,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3784,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3785,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3786,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1466,Application Data,443,49796
3787,7.636077,74.125.193.97,192.168.178.54,TLSv1.3,1392,"Application Data, Application Data, Application Data",443,49796
3788,7.636077,192.168.178.1,192.168.178.54,DNS,199,Standard query response 0x81ff A tag.durationmedia.net CNAME d3a059z3oq57cv.cloudfront.net A 18.66.171.101 A 18.66.171.64 A 18.66.171.86 A 18.66.171.50,53,49810
3789,7.636202,192.168.178.54,74.125.193.97,TCP,54,49796  >  443 [ACK] Seq=1745 Ack=749812 Win=650752 Len=0,49796,443
3790,7.636716,192.168.178.54,192.168.178.1,TCP,54,"49810  >  53 [FIN, ACK] Seq=42 Ack=146 Win=131072 Len=0",49810,53
3791,7.637043,192.168.178.54,192.168.178.1,TCP,66,49814  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49814,53
3792,7.637185,192.168.178.54,192.168.178.1,TCP,66,49815  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49815,53
3793,7.637252,192.168.178.54,74.125.193.97,TLSv1.3,93,Application Data,49796,443
3794,7.639098,192.168.178.1,192.168.178.54,TCP,66,"53  >  49814 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49814
3795,7.639098,192.168.178.1,192.168.178.54,TCP,66,"53  >  49815 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49815
3796,7.639098,192.168.178.1,192.168.178.54,TCP,54,"53  >  49810 [FIN, ACK] Seq=146 Ack=43 Win=29216 Len=0",53,49810
3797,7.639098,192.168.178.1,192.168.178.54,DNS,216,Standard query response 0xfa91 HTTPS tag.durationmedia.net CNAME d3a059z3oq57cv.cloudfront.net SOA ns-766.awsdns-31.net,53,49811
3798,7.639367,192.168.178.54,192.168.178.1,TCP,54,49814  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49814,53
3799,7.639386,192.168.178.54,192.168.178.1,TCP,54,49815  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49815,53
3800,7.640014,192.168.178.54,192.168.178.1,TCP,56,"49814  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49814,53
3801,7.64004,192.168.178.54,192.168.178.1,DNS,92,Standard query 0x1534 A analytics.tiktok.com,49814,53
3802,7.64013,192.168.178.1,192.168.178.54,DNS,171,Standard query response 0x1db3 HTTPS cdn.p-n.io SOA ns-1851.awsdns-39.co.uk,53,49813
3803,7.640182,192.168.178.54,192.168.178.1,TCP,54,49810  >  53 [ACK] Seq=43 Ack=147 Win=131072 Len=0,49810,53
3804,7.640496,192.168.178.54,192.168.178.1,TCP,54,"49813  >  53 [FIN, ACK] Seq=31 Ack=118 Win=131072 Len=0",49813,53
3805,7.641451,192.168.178.1,192.168.178.54,TCP,54,53  >  49814 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49814
3806,7.641451,192.168.178.1,192.168.178.54,TCP,54,53  >  49814 [ACK] Seq=1 Ack=41 Win=29216 Len=0,53,49814
3807,7.64216,192.168.178.54,18.66.171.101,TCP,66,49816  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49816,443
3808,7.642841,192.168.178.1,192.168.178.54,TCP,54,"53  >  49813 [FIN, ACK] Seq=118 Ack=32 Win=29216 Len=0",53,49813
3809,7.643077,192.168.178.54,192.168.178.1,TCP,54,49813  >  53 [ACK] Seq=32 Ack=119 Win=131072 Len=0,49813,53
3810,7.646085,192.168.178.1,192.168.178.54,DNS,148,Standard query response 0x38c1 A cdn.p-n.io A 18.66.171.49 A 18.66.171.74 A 18.66.171.121 A 18.66.171.69,53,49812
3811,7.646549,192.168.178.54,18.66.171.49,TCP,66,49817  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49817,443
3812,7.646714,192.168.178.54,192.168.178.1,TCP,54,"49812  >  53 [FIN, ACK] Seq=31 Ack=95 Win=131072 Len=0",49812,53
3813,7.647226,104.18.130.236,192.168.178.54,TLSv1.3,212,Application Data,443,49768
3814,7.647665,74.125.193.97,192.168.178.54,TCP,54,443  >  49796 [ACK] Seq=749812 Ack=1784 Win=68096 Len=0,443,49796
3815,7.648441,18.66.171.101,192.168.178.54,TCP,66,"443  >  49816 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512",443,49816
3816,7.648441,192.168.178.1,192.168.178.54,TCP,54,"53  >  49812 [FIN, ACK] Seq=95 Ack=32 Win=29216 Len=0",53,49812
3817,7.648612,192.168.178.54,18.66.171.101,TCP,54,49816  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,49816,443
3818,7.649235,192.168.178.54,192.168.178.1,TCP,54,49812  >  53 [ACK] Seq=32 Ack=96 Win=131072 Len=0,49812,53
3819,7.649243,192.168.178.54,192.168.178.1,TCP,56,"49815  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49815,53
3820,7.649265,192.168.178.54,192.168.178.1,DNS,92,Standard query 0x7c82 HTTPS analytics.tiktok.com,49815,53
3821,7.649355,192.168.178.54,192.168.178.1,TCP,54,"49811  >  53 [FIN, ACK] Seq=42 Ack=163 Win=131072 Len=0",49811,53
3822,7.649408,192.168.178.54,192.168.178.1,TCP,54,"49811  >  53 [RST, ACK] Seq=43 Ack=163 Win=0 Len=0",49811,53
3823,7.649477,52.202.55.90,192.168.178.54,TCP,66,"443  >  49809 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256",443,49809
3824,7.649626,192.168.178.54,52.202.55.90,TCP,54,49809  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0,49809,443
3825,7.64993,192.168.178.54,18.66.171.101,TLSv1.3,627,Client Hello,49816,443
3826,7.65061,192.168.178.54,52.202.55.90,TLSv1.2,604,Client Hello,49809,443
3827,7.650866,192.168.178.1,192.168.178.54,TCP,54,53  >  49815 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49815
3828,7.650866,192.168.178.1,192.168.178.54,TCP,54,53  >  49815 [ACK] Seq=1 Ack=41 Win=29216 Len=0,53,49815
3829,7.653228,18.66.171.49,192.168.178.54,TCP,66,"443  >  49817 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512",443,49817
3830,7.65333,192.168.178.54,18.66.171.49,TCP,54,49817  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,49817,443
3831,7.654115,192.168.178.54,18.66.171.49,TLSv1.3,648,Client Hello,49817,443
3832,7.655914,18.66.171.101,192.168.178.54,TCP,54,443  >  49816 [ACK] Seq=1 Ack=574 Win=67072 Len=0,443,49816
3833,7.655914,18.66.171.101,192.168.178.54,TLSv1.3,1494,"Server Hello, Change Cipher Spec, Application Data",443,49816
3834,7.65709,18.66.171.101,192.168.178.54,TCP,1494,443  >  49816 [ACK] Seq=1441 Ack=574 Win=67072 Len=1440 [TCP segment of a reassembled PDU],443,49816
3835,7.65709,18.66.171.101,192.168.178.54,TCP,1494,"443  >  49816 [PSH, ACK] Seq=2881 Ack=574 Win=67072 Len=1440 [TCP segment of a reassembled PDU]",443,49816
3836,7.657142,192.168.178.54,18.66.171.101,TCP,54,49816  >  443 [ACK] Seq=574 Ack=4321 Win=132352 Len=0,49816,443
3837,7.658195,18.66.171.101,192.168.178.54,TLSv1.3,1494,Application Data,443,49816
3838,7.658195,18.66.171.101,192.168.178.54,TLSv1.3,276,"Application Data, Application Data",443,49816
3839,7.65825,192.168.178.54,18.66.171.101,TCP,54,49816  >  443 [ACK] Seq=574 Ack=5983 Win=132352 Len=0,49816,443
3840,7.659312,192.168.178.54,18.66.171.101,TLSv1.3,118,"Change Cipher Spec, Application Data",49816,443
3841,7.659446,192.168.178.54,18.66.171.101,TLSv1.3,146,Application Data,49816,443
3842,7.659541,192.168.178.54,18.66.171.101,TLSv1.3,487,Application Data,49816,443
3843,7.660379,18.66.171.49,192.168.178.54,TCP,54,443  >  49817 [ACK] Seq=1 Ack=595 Win=67072 Len=0,443,49817
3844,7.662615,18.66.171.49,192.168.178.54,TLSv1.3,1494,"Server Hello, Change Cipher Spec, Application Data",443,49817
3845,7.662615,18.66.171.49,192.168.178.54,TCP,1494,443  >  49817 [ACK] Seq=1441 Ack=595 Win=67072 Len=1440 [TCP segment of a reassembled PDU],443,49817
3846,7.662615,18.66.171.49,192.168.178.54,TCP,1494,"443  >  49817 [PSH, ACK] Seq=2881 Ack=595 Win=67072 Len=1440 [TCP segment of a reassembled PDU]",443,49817
3847,7.662692,192.168.178.54,18.66.171.49,TCP,54,49817  >  443 [ACK] Seq=595 Ack=4321 Win=132352 Len=0,49817,443
3848,7.664942,192.168.178.54,192.168.178.1,TCP,66,49818  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49818,53
3849,7.664971,18.66.171.49,192.168.178.54,TLSv1.3,1494,Application Data,443,49817
3850,7.664971,18.66.171.49,192.168.178.54,TLSv1.3,297,"Application Data, Application Data",443,49817
3851,7.66504,192.168.178.54,18.66.171.49,TCP,54,49817  >  443 [ACK] Seq=595 Ack=6004 Win=132352 Len=0,49817,443
3852,7.665109,192.168.178.54,192.168.178.1,TCP,66,49819  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49819,53
3853,7.665612,192.168.178.54,192.168.178.1,TCP,66,49820  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49820,53
3854,7.665746,192.168.178.54,192.168.178.1,TCP,66,49821  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49821,53
3855,7.666676,18.66.171.101,192.168.178.54,TCP,54,443  >  49816 [ACK] Seq=5983 Ack=1163 Win=68096 Len=0,443,49816
3856,7.666676,18.66.171.101,192.168.178.54,TLSv1.3,200,Application Data,443,49816
3857,7.666676,18.66.171.101,192.168.178.54,TLSv1.3,125,Application Data,443,49816
3858,7.666745,192.168.178.54,18.66.171.101,TCP,54,49816  >  443 [ACK] Seq=1163 Ack=6200 Win=132096 Len=0,49816,443
3859,7.666763,192.168.178.54,18.66.171.49,TLSv1.3,118,"Change Cipher Spec, Application Data",49817,443
3860,7.666921,192.168.178.54,18.66.171.101,TLSv1.3,85,Application Data,49816,443
3861,7.666949,192.168.178.54,18.66.171.49,TLSv1.3,146,Application Data,49817,443
3862,7.667032,192.168.178.54,18.66.171.49,TLSv1.3,518,Application Data,49817,443
3863,7.668191,192.168.178.54,209.85.202.102,TLSv1.3,144,Application Data,49807,443
3864,7.671714,192.168.178.1,192.168.178.54,TCP,66,"53  >  49818 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49818
3865,7.671714,192.168.178.1,192.168.178.54,TCP,66,"53  >  49819 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49819
3866,7.671714,18.66.171.101,192.168.178.54,TLSv1.3,465,Application Data,443,49816
3867,7.671714,192.168.178.1,192.168.178.54,TCP,66,"53  >  49820 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49820
3868,7.671714,192.168.178.1,192.168.178.54,TCP,66,"53  >  49821 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49821
3869,7.672129,192.168.178.54,192.168.178.1,TCP,54,49818  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49818,53
3870,7.672161,192.168.178.54,192.168.178.1,TCP,54,49819  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49819,53
3871,7.672171,192.168.178.54,192.168.178.1,TCP,54,49820  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49820,53
3872,7.672177,192.168.178.54,192.168.178.1,TCP,54,49821  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0,49821,53
3873,7.672687,192.168.178.54,192.168.178.1,TCP,56,"49820  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49820,53
3874,7.672713,192.168.178.54,192.168.178.1,DNS,85,Standard query 0xa48d A www.google.ie,49820,53
3875,7.672772,192.168.178.54,192.168.178.1,TCP,56,"49821  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49821,53
3876,7.672788,192.168.178.54,192.168.178.1,DNS,85,Standard query 0x2ff0 HTTPS www.google.ie,49821,53
3877,7.672856,18.66.171.49,192.168.178.54,TCP,54,443  >  49817 [ACK] Seq=6004 Ack=1215 Win=68096 Len=0,443,49817
3878,7.673394,18.66.171.49,192.168.178.54,TLSv1.3,200,Application Data,443,49817
3879,7.673394,18.66.171.49,192.168.178.54,TLSv1.3,125,Application Data,443,49817
3880,7.673434,192.168.178.54,18.66.171.49,TCP,54,49817  >  443 [ACK] Seq=1215 Ack=6221 Win=132096 Len=0,49817,443
3881,7.673729,192.168.178.54,18.66.171.49,TLSv1.3,85,Application Data,49817,443
3882,7.674438,18.66.171.49,192.168.178.54,TLSv1.3,420,Application Data,443,49817
3883,7.674438,192.168.178.1,192.168.178.54,TCP,54,53  >  49820 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49820
3884,7.674438,209.85.202.102,192.168.178.54,TLSv1.3,200,Application Data,443,49807
3885,7.674438,192.168.178.1,192.168.178.54,TCP,54,53  >  49820 [ACK] Seq=1 Ack=34 Win=29216 Len=0,53,49820
3886,7.674438,192.168.178.1,192.168.178.54,TCP,54,53  >  49821 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49821
3887,7.674695,192.168.178.54,209.85.202.102,TLSv1.3,93,Application Data,49807,443
3888,7.675418,192.168.178.1,192.168.178.54,TCP,54,53  >  49821 [ACK] Seq=1 Ack=34 Win=29216 Len=0,53,49821
3889,7.676686,192.168.178.1,192.168.178.54,DNS,360,Standard query response 0x1534 A analytics.tiktok.com CNAME analytics.tiktok.com.ttdns2.com CNAME analytics.tiktok.com.edgekey.net CNAME e35058.a.akamaiedge.net A 2.19.176.43 A 2.19.176.24 A 2.19.176.25 A 2.19.176.80 A 2.19.176.26 A 2.19.176.73 A 2.19.176.32 A 2.19.176.72 A 2.19.176.34,53,49814
3890,7.679902,192.168.178.1,192.168.178.54,DNS,103,Standard query response 0xa48d A www.google.ie A 172.253.116.94,53,49820
3891,7.680296,192.168.178.54,192.168.178.1,TCP,54,"49820  >  53 [FIN, ACK] Seq=34 Ack=50 Win=131328 Len=0",49820,53
3892,7.680392,192.168.178.54,192.168.178.1,TCP,56,"49819  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49819,53
3893,7.680392,192.168.178.54,192.168.178.1,TCP,56,"49818  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP segment of a reassembled PDU]",49818,53
3894,7.680405,192.168.178.54,192.168.178.1,DNS,86,Standard query 0x957d A www.google.com,49818,53
3895,7.680422,192.168.178.54,192.168.178.1,DNS,86,Standard query 0x3267 HTTPS www.google.com,49819,53
3896,7.680628,192.168.178.54,192.168.178.1,TCP,54,"49814  >  53 [FIN, ACK] Seq=41 Ack=307 Win=131072 Len=0",49814,53
3897,7.68127,192.168.178.1,192.168.178.54,TCP,54,53  >  49819 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49819
3898,7.68127,192.168.178.1,192.168.178.54,TCP,54,53  >  49818 [ACK] Seq=1 Ack=3 Win=29216 Len=0,53,49818
3899,7.68127,192.168.178.1,192.168.178.54,TCP,54,53  >  49818 [ACK] Seq=1 Ack=35 Win=29216 Len=0,53,49818
3900,7.68127,192.168.178.1,192.168.178.54,TCP,54,53  >  49819 [ACK] Seq=1 Ack=35 Win=29216 Len=0,53,49819
3901,7.682557,192.168.178.1,192.168.178.54,DNS,113,Standard query response 0x3267 HTTPS www.google.com HTTPS,53,49819
3902,7.682557,192.168.178.1,192.168.178.54,DNS,184,Standard query response 0x957d A www.google.com A 209.85.202.104 A 209.85.202.99 A 209.85.202.106 A 209.85.202.147 A 209.85.202.105 A 209.85.202.103,53,49818
3903,7.682853,192.168.178.54,192.168.178.1,TCP,54,"49819  >  53 [FIN, ACK] Seq=35 Ack=60 Win=131328 Len=0",49819,53
3904,7.68307,192.168.178.54,209.85.202.104,TCP,66,49822  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49822,443
3905,7.683209,192.168.178.54,192.168.178.1,TCP,54,"49818  >  53 [FIN, ACK] Seq=35 Ack=131 Win=131072 Len=0",49818,53
3906,7.683562,192.168.178.1,192.168.178.54,TCP,54,"53  >  49814 [FIN, ACK] Seq=307 Ack=42 Win=29216 Len=0",53,49814
3907,7.683562,192.168.178.1,192.168.178.54,TCP,54,"53  >  49820 [FIN, ACK] Seq=50 Ack=35 Win=29216 Len=0",53,49820
3908,7.683847,192.168.178.54,192.168.178.1,TCP,54,49814  >  53 [ACK] Seq=42 Ack=308 Win=131072 Len=0,49814,53
3909,7.68388,192.168.178.54,192.168.178.1,TCP,54,49820  >  53 [ACK] Seq=35 Ack=51 Win=131328 Len=0,49820,53
3910,7.68486,192.168.178.1,192.168.178.54,TCP,54,"53  >  49819 [FIN, ACK] Seq=60 Ack=36 Win=29216 Len=0",53,49819
3911,7.68486,209.85.202.102,192.168.178.54,TCP,54,443  >  49807 [ACK] Seq=6437 Ack=1287 Win=67840 Len=0,443,49807
3912,7.685092,192.168.178.54,192.168.178.1,TCP,54,49819  >  53 [ACK] Seq=36 Ack=61 Win=131328 Len=0,49819,53
3913,7.68583,192.168.178.54,192.168.178.1,TCP,54,"49821  >  53 [FIN, ACK] Seq=34 Ack=1 Win=131328 Len=0",49821,53
3914,7.685854,192.168.178.54,172.253.116.94,TCP,66,49823  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49823,443
3915,7.686209,192.168.178.1,192.168.178.54,TCP,54,"53  >  49818 [FIN, ACK] Seq=131 Ack=36 Win=29216 Len=0",53,49818
3916,7.686375,192.168.178.54,192.168.178.1,TCP,54,49818  >  53 [ACK] Seq=36 Ack=132 Win=131072 Len=0,49818,53
3917,7.687594,192.168.178.1,192.168.178.54,TCP,54,"53  >  49821 [FIN, ACK] Seq=1 Ack=35 Win=29216 Len=0",53,49821
3918,7.687708,192.168.178.54,192.168.178.1,TCP,54,49821  >  53 [ACK] Seq=35 Ack=2 Win=131328 Len=0,49821,53
3919,7.689563,192.168.178.54,2.19.176.43,TCP,66,49824  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49824,443
3920,7.689564,192.168.178.54,192.168.178.1,TCP,54,"49815  >  53 [FIN, ACK] Seq=41 Ack=1 Win=131328 Len=0",49815,53
3921,7.69114,209.85.202.104,192.168.178.54,TCP,66,"443  >  49822 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",443,49822
3922,7.69114,192.168.178.1,192.168.178.54,TCP,54,"53  >  49815 [FIN, ACK] Seq=1 Ack=42 Win=29216 Len=0",53,49815
3923,7.691305,192.168.178.54,209.85.202.104,TCP,54,49822  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,49822,443
3924,7.691356,192.168.178.54,192.168.178.1,TCP,54,49815  >  53 [ACK] Seq=42 Ack=2 Win=131328 Len=0,49815,53
3925,7.692215,192.168.178.54,209.85.202.104,TLSv1.3,313,Client Hello,49822,443
3926,7.692277,172.253.116.94,192.168.178.54,TCP,66,"443  >  49823 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",443,49823
3927,7.692392,192.168.178.54,172.253.116.94,TCP,54,49823  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,49823,443
3928,7.693132,192.168.178.54,172.253.116.94,TLSv1.3,312,Client Hello,49823,443
3929,7.694779,2.19.176.43,192.168.178.54,TCP,66,"443  >  49824 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1452 SACK_PERM WS=128",443,49824
3930,7.694885,192.168.178.54,2.19.176.43,TCP,54,49824  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0,49824,443
3931,7.695099,192.168.178.54,104.18.130.236,TCP,54,49768  >  443 [ACK] Seq=1273 Ack=10450 Win=131328 Len=0,49768,443
3932,7.695685,192.168.178.54,2.19.176.43,TLSv1.3,319,Client Hello,49824,443
3933,7.698196,192.168.178.54,192.168.178.1,TCP,66,49825  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49825,53
3934,7.698342,192.168.178.54,192.168.178.1,TCP,66,49826  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,49826,53
3935,7.698427,209.85.202.104,192.168.178.54,TCP,54,443  >  49822 [ACK] Seq=1 Ack=260 Win=66816 Len=0,443,49822
3936,7.698427,209.85.202.104,192.168.178.54,TLSv1.3,1466,"Server Hello, Change Cipher Spec",443,49822
3937,7.698427,209.85.202.104,192.168.178.54,TCP,1466,443  >  49822 [ACK] Seq=1413 Ack=260 Win=66816 Len=1412 [TCP segment of a reassembled PDU],443,49822
3938,7.698427,209.85.202.104,192.168.178.54,TCP,1466,"443  >  49822 [PSH, ACK] Seq=2825 Ack=260 Win=66816 Len=1412 [TCP segment of a reassembled PDU]",443,49822
3939,7.698427,209.85.202.104,192.168.178.54,TLSv1.3,107,Application Data,443,49822
3940,7.698518,192.168.178.54,209.85.202.104,TCP,54,49822  >  443 [ACK] Seq=260 Ack=4290 Win=131072 Len=0,49822,443
3941,7.699418,172.253.116.94,192.168.178.54,TCP,54,443  >  49823 [ACK] Seq=1 Ack=259 Win=66816 Len=0,443,49823
3942,7.699418,172.253.116.94,192.168.178.54,TLSv1.3,1466,"Server Hello, Change Cipher Spec",443,49823
3943,7.699418,172.253.116.94,192.168.178.54,TCP,1466,443  >  49823 [ACK] Seq=1413 Ack=259 Win=66816 Len=1412 [TCP segment of a reassembled PDU],443,49823
3944,7.699418,172.253.116.94,192.168.178.54,TCP,1466,443  >  49823 [ACK] Seq=2825 Ack=259 Win=66816 Len=1412 [TCP segment of a reassembled PDU],443,49823
3945,7.699477,192.168.178.54,172.253.116.94,TCP,54,49823  >  443 [ACK] Seq=259 Ack=4237 Win=131072 Len=0,49823,443
3946,7.699565,172.253.116.94,192.168.178.54,TLSv1.3,113,Application Data,443,49823
3947,7.699565,192.168.178.1,192.168.178.54,TCP,66,"53  >  49825 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32",53,49825
